,브랜드,언급량,제품수,총판매량,제품당판매량
2663,B002-03183,78.63114511200001,2,876,438.0
2664,B002-03184,6.236958097000003,1,30,30.0
2665,B002-03185,2078.5524594289996,2,7733,3866.5
2666,B002-03186,119.01421999999928,3,12285,4095.0
2667,B002-03187,75.1210299999997,4,229,57.25
2668,B002-03189,152.536169999999,9,1585,176.11111111111111
2669,B002-03190,2.07414,5,10668,2133.6
2670,B002-03191,8588.509470000003,12,19639,1636.5833333333333
2671,B002-03192,287.2473899999987,1,14,14.0
2672,B002-03194,55.24837991400003,3,55980,18660.0
2673,B002-03195,595.9361490349988,1,379,379.0
2674,B002-03196,25.194400284000043,1,206,206.0
2675,B002-03198,96.36845311799989,1,235,235.0
2676,B002-03199,6020.666173778004,1,1994,1994.0
2677,B002-03200,6289.089491648005,1,239,239.0
2678,B002-03201,496.45562627499913,2,169,84.5
2679,B002-03202,1631.0972399999998,24,13644,568.5
2680,B002-03203,356.10443999999956,4,293421,73355.25
2681,B002-03204,183.8683799999994,1,4,4.0
2682,B002-03205,213.67626999999877,3,163143,54381.0
2683,B002-03206,410.5286699999995,3,1209,403.0
2684,B002-03208,817.998839999999,7,8812,1258.857142857143
2685,B002-03210,337.45064999999994,1,2558,2558.0
2686,B002-03211,143.99238999999898,5,61848,12369.6
2687,B002-03213,849.2000099999991,4,66840,16710.0
2688,B002-03214,436.30470999999955,8,60078,7509.75
2689,B002-03215,7.643870000000002,1,10,10.0
2690,B002-03217,67.23052999999982,2,7626,3813.0
2691,B002-03218,42.41215999999996,2,1290,645.0
2692,B002-03219,321.01600999999994,1,4,4.0
2693,B002-03220,6.004840000000001,1,848,848.0
2694,B002-03221,2.364239999999999,11,21181,1925.5454545454545
2695,B002-03222,688.4950200000006,3,7544,2514.6666666666665
2696,B002-03223,0.8557600000000001,3,1834,611.3333333333334
2697,B002-03224,106.36549999999937,1,1176,1176.0
2698,B002-03225,271.1175399999988,2,8761,4380.5
2699,B002-03226,583.1280300000003,1,65,65.0
2700,B002-03227,254.6250199999984,1,977,977.0
2701,B002-03228,428.5732300000016,1,25,25.0
2702,B002-03229,9218.85465,1,411,411.0
2703,B002-03230,4682.951017066997,1,234,234.0
2704,B002-03231,349.783442978,2,11077,5538.5
2705,B002-03232,126.58752713800011,1,212,212.0
2706,B002-03235,37.24844999999999,1,2508,2508.0
2707,B002-03236,0.0,1,11,11.0
2708,B002-03237,1362.5883999999996,1,0,0.0
2709,B002-03238,174.7874199999988,2,1536,768.0
2710,B002-03239,38.69865999999997,14,51081,3648.6428571428573
2711,B002-03240,0.0,2,1162,581.0
2712,B002-03241,111.58881999999966,2,31,15.5
2713,B002-03242,0.072190217,1,6785,6785.0
2714,B002-03243,3624.6352331939997,2,383,191.5
2715,B002-03244,33.67247865199999,1,99,99.0
2716,B002-03246,29.647600000000057,2,34916,17458.0
2717,B002-03248,90.85943999999964,1,15,15.0
2718,B002-03249,21.292820000000034,3,11408,3802.6666666666665
2719,B002-03250,90.77235999999952,1,50,50.0
2720,B002-03251,310.45612999999923,1,115,115.0
2721,B002-03252,65.34439999999985,4,9853,2463.25
2722,B002-03253,1796.2117200000002,2,319,159.5
2723,B002-03254,508.6139399999998,8,20254,2531.75
2724,B002-03256,2939.3507599999994,11,17707,1609.7272727272727
2725,B002-03258,0.07252,4,5798,1449.5
2726,B002-03260,7.803450000000002,1,3596,3596.0
2727,B002-03261,723.2062799999992,4,9067,2266.75
2728,B002-03262,323.2498900000003,70,58720,838.8571428571429
2729,B002-03264,6770.029589999999,1,1318,1318.0
2730,B002-03265,189.03160999999866,1,89,89.0
2731,B002-03266,11270.777620430012,1,628,628.0
2732,B002-03267,3762.671246498998,2,727,363.5
2733,B002-03268,26.005286719000026,11,11715,1065.0
2734,B002-03269,12.044935019999999,9,68618,7624.222222222223
2735,B002-03270,11.197510000000017,6,4589,764.8333333333334
2736,B002-03271,307.7144899999992,1,40,40.0
2737,B002-03272,470.3197500000011,1,186,186.0
2738,B002-03274,390.7411983490001,1,42,42.0
2739,B002-03276,74.96962575800003,9,8169,907.6666666666666
2740,B002-03277,2021.5158771160006,1,5088,5088.0
2741,B002-03278,275.00502999999924,3,509,169.66666666666666
2742,B002-03280,98.0828699999994,1,460,460.0
2743,B002-03281,1.3198999999999999,1,1260,1260.0
2744,B002-03282,136.07287999999915,1,3381,3381.0
2745,B002-03283,159.49867999999887,9,5176,575.1111111111111
2746,B002-03284,113.00886999999929,55,200339,3642.5272727272727
2747,B002-03285,122.32149999999925,9,42914,4768.222222222223
2748,B002-03286,157.4533699999988,3,38505,12835.0
2749,B002-03287,687.7551799999983,1,509,509.0
2750,B002-03288,1019.8700999999999,1,998,998.0
2751,B002-03289,103.14543999999941,1,70,70.0
2752,B002-03291,142.28089999999912,1,5321,5321.0
2753,B002-03292,505.3066600000001,1,6343,6343.0
2754,B002-03293,248.46017999999845,47,108597,2310.574468085106
2755,B002-03295,56.33698999999993,1,485,485.0
2756,B002-03296,0.44964000000000004,2,1702,851.0
2757,B002-03297,6984.955709999998,1,5396,5396.0
2758,B002-03298,1.5084599999999992,1,244,244.0
2759,B002-03299,155.16170999999935,4,15333,3833.25
2760,B002-03300,567.2590400000003,2,2411,1205.5
2761,B002-03302,176.72229700299965,6,58729,9788.166666666666
2762,B002-03303,267.2367729079998,1,1145,1145.0
2763,B002-03304,868.6475529510001,38,1060167,27899.13157894737
2764,B002-03305,25.612550368000026,10,3614,361.4
2765,B002-03306,400.9985900000026,1,94,94.0
2766,B002-03307,1684.3464299999982,4,15668,3917.0
2767,B002-03308,131.89496999999918,3,2466,822.0
2768,B002-03309,0.42063000000000006,2,8156,4078.0
2769,B002-03310,138.62604999999934,1,148,148.0
2770,B002-03311,89.77141999999955,1,262,262.0
2771,B002-03314,776.5279599999991,9,9465,1051.6666666666667
2772,B002-03315,888.9301400000002,59,122561,2077.3050847457625
2773,B002-03316,4624.758409999996,2,3,1.5
2774,B002-03318,1876.9261613629988,6,14552,2425.3333333333335
2775,B002-03319,306.2771739450002,1,6068,6068.0
2776,B002-03320,1124.4372528110005,20,36924,1846.2
2777,B002-03322,17786.61013877001,5,2041,408.2
2778,B002-03323,87.27145953199988,20,88205,4410.25
2779,B002-03324,672.5502902189995,1,5,5.0
2780,B002-03325,32235.280814180005,2,15,7.5
2781,B002-03326,887.1509792680007,8,139292,17411.5
2782,B002-03327,139621.9759797,38,79465,2091.184210526316
2783,B002-03328,60.204786000000034,7,2560,365.7142857142857
2784,B002-03329,149.72827964399983,1,470,470.0
2785,B002-03330,381.6726901860002,1,11539,11539.0
2786,B002-03331,1848.0398529849988,13,4022,309.38461538461536
2787,B002-03332,783.9791462180003,7,4907,701.0
2788,B002-03333,2592.500510372,1,51,51.0
2789,B002-03334,295.67607999999944,3,4870,1623.3333333333333
2790,B002-03335,251.23069999999834,1,455,455.0
2791,B002-03336,18.45032000000002,1,472,472.0
2792,B002-03337,564.0388999999998,2,2892,1446.0
2793,B002-03338,396.7195099999995,1,455,455.0
2794,B002-03339,1164.8366699999985,1,2792,2792.0
2795,B002-03340,3450.273329999997,1,5,5.0
2796,B002-03342,114.90077138499993,1,940,940.0
2797,B002-03343,9.41380434200001,2,15557,7778.5
2798,B002-03344,552.752135986,30,68727,2290.9
2799,B002-03345,39497.08007412002,11,18177,1652.4545454545455
2800,B002-03347,2.0451099999999993,4,17035,4258.75
2801,B002-03348,1219.043339999998,2,30,15.0
2802,B002-03349,161.79059999999888,1,6748,6748.0
2803,B002-03350,35.202919999999985,1,63,63.0
2804,B002-03351,103.81282999999937,1,740,740.0
2805,B002-03352,180.2269499999988,7,20784,2969.1428571428573
2806,B002-03353,44.63134999999997,1,39,39.0
2807,B002-03354,1574.8309400000007,2,132,66.0
2808,B002-03355,5.80183,2,319,159.5
2809,B002-03356,248.02506999999835,1,1270,1270.0
2810,B002-03357,550.6940700000001,3,134724,44908.0
2811,B002-03358,218.37704000000008,1,1679,1679.0
2812,B002-03359,110.2240299999993,4,12602,3150.5
2813,B002-03360,31.258760000000013,3,558,186.0
2814,B002-03361,367.6799199999997,8,1799,224.875
2815,B002-03362,526.9777400000002,1,4,4.0
2816,B002-03365,3.2199899999999984,1,482,482.0
2817,B002-03366,242.9450278300003,49,61786,1260.938775510204
2818,B002-03368,1163.2688194150044,11,29413,2673.909090909091
2819,B002-03371,4.365849999999997,2,139,69.5
2820,B002-03373,106.27882999999942,2,1115,557.5
2821,B002-03374,10939.712787439998,1,1090,1090.0
2822,B002-03375,1431.1758617949993,1,181,181.0
2823,B002-03376,36.10151281099993,2,1355,677.5
2824,B002-03377,318.88385487099924,4,22675,5668.75
2825,B002-03378,1515.7070399999996,2,1926,963.0
2826,B002-03379,4.0612499999999985,13,2798,215.23076923076923
2827,B002-03381,206.46715999999876,5,31210,6242.0
2828,B002-03382,210700.80343741018,3,2202,734.0
2829,B002-03383,54.539500926000045,1,261,261.0
2830,B002-03386,40.23651999999997,6,2216,369.3333333333333
2831,B002-03387,26.529160000000033,6,27586,4597.666666666667
2832,B002-03388,695.936180000001,1,4,4.0
2833,B002-03390,72.3219599999998,1,568,568.0
2834,B002-03392,5.39563,2,2866,1433.0
2835,B002-03393,281.66291999999896,1,131,131.0
2836,B002-03394,0.0,1,1697,1697.0
2837,B002-03395,1020.0441099999993,1,2684,2684.0
2838,B002-03396,1012.806009999999,1,931,931.0
2839,B002-03397,0.0,1,4242,4242.0
2840,B002-03398,641.4577468710003,5,5447,1089.4
2841,B002-03399,892.9537183849998,4,58869,14717.25
2842,B002-03400,600.5812073500003,2,128,64.0
2843,B002-03401,27835.368852010022,1,126,126.0
2844,B002-03402,227.5725399999986,1,923,923.0
2845,B002-03404,1593.818299999998,27,70877,2625.074074074074
2846,B002-03405,12.531970000000015,10,2626,262.6
2847,B002-03406,747.4302699999988,11,458326,41666.0
2848,B002-03407,398.16999999999985,1,760,760.0
2849,B002-03408,7063.081560000001,8,31893,3986.625
2850,B002-03409,3712.994519999999,2,43,21.5
2851,B002-03410,74.07727999999982,5,7124,1424.8
2852,B002-03411,1190.6127099999987,16,152085,9505.3125
2853,B002-03413,149.4464999999989,1,3272,3272.0
2854,B002-03414,0.26108,2,86,43.0
2855,B002-03415,0.0,1,215,215.0
2856,B002-03416,33.78139000000005,2,18695,9347.5
2857,B002-03417,31.63484000000005,88,266398,3027.25
2858,B002-03418,0.072518726,1,1306,1306.0
2859,B002-03419,1.0443117149999999,26,136050,5232.692307692308
2860,B002-03420,1246.7590079420008,1,68,68.0
2861,B002-03421,0.159547206,1,339,339.0
2862,B002-03423,72.77130999999979,3,2144,714.6666666666666
2863,B002-03424,82.21486999999983,1,448,448.0
2864,B002-03425,121.95885999999918,2,3731,1865.5
2865,B002-03426,2200.0847299999996,9,1151,127.88888888888889
2866,B002-03427,1450.2153299999998,7,24636,3519.4285714285716
2867,B002-03428,375.00499000000025,1,84,84.0
2868,B002-03429,145.61704999999904,2,27003,13501.5
2869,B002-03430,0.9717950260000001,6,7070,1178.3333333333333
2870,B002-03431,82.27209180500031,1,935,935.0
2871,B002-03432,589.1501484099999,1,202,202.0
2872,B002-03435,9133.393969041002,1,2870,2870.0
2873,B002-03436,6333.076410418999,43,4653496,108220.83720930232
2874,B002-03438,3184.381520643,8,21511,2688.875
2875,B002-03439,386.75574228199946,1,1250,1250.0
2876,B002-03442,17.913307371000027,1,350,350.0
2877,B002-03443,821.6378711559998,7,5664,809.1428571428571
2878,B002-03445,21306.458819210016,1,95,95.0
2879,B002-03447,2737.697149999999,1,3,3.0
2880,B002-03448,417.66518000000025,1,7,7.0
2881,B002-03449,1.4939699999999998,2,2182,1091.0
2882,B002-03453,10100.124302667999,5,4313,862.6
2883,B002-03454,88.40870999999952,1,596,596.0
2884,B002-03455,1698.6776900000011,3,825,275.0
2885,B002-03456,41.13573999999995,1,101,101.0
2886,B002-03457,13.532720000000026,1,1869,1869.0
2887,B002-03458,724.8970469760001,20,28744,1437.2
2888,B002-03459,6589.125644173002,2,698,349.0
2889,B002-03460,1.260675268,1,1278,1278.0
2890,B002-03462,25.412240000000036,1,219,219.0
2891,B002-03463,716.7224299999987,24,62584,2607.6666666666665
2892,B002-03464,165.83809999999914,4,1653,413.25
2893,B002-03465,38.71317000000003,1,527,527.0
2894,B002-03466,210.47056999999856,1,242,242.0
2895,B002-03467,0.21756,1,1503,1503.0
2896,B002-03468,4.742969999999997,1,3441,3441.0
2897,B002-03469,7.513560000000001,1,191,191.0
2898,B002-03471,686.507679999999,1,153,153.0
2899,B002-03473,39.743149999999964,2,1630,815.0
2900,B002-03474,0.23207,1,118,118.0
2901,B002-03475,98.05491999999975,3,5616,1872.0
2902,B002-03476,169.7540299999991,8,22682,2835.25
2903,B002-03478,3600.6022326460015,1,6,6.0
2904,B002-03480,1514.4619122700008,1,5,5.0
2905,B002-03481,1603.0918106979993,3,2648,882.6666666666666
2906,B002-03482,43.31136999999997,1,5,5.0
2907,B002-03483,105.30663999999939,1,13,13.0
2908,B002-03484,5.22164,3,11267,3755.6666666666665
2909,B002-03485,2427.6884699999982,1,99,99.0
2910,B002-03486,529.3890251110003,1,494,494.0
2911,B002-03487,1814.6712214640008,7,35521,5074.428571428572
2912,B002-03489,7142.311955865999,4,4347,1086.75
2913,B002-03490,50820.24500043994,3,620,206.66666666666666
2914,B002-03491,3805.8667011489974,2,2699,1349.5
2915,B002-03492,90.32613678899993,1,294970,294970.0
2916,B002-03493,742.5424749980007,2,5144,2572.0
2917,B002-03494,10.48596278599999,1,1296,1296.0
2918,B002-03495,2674.627959518002,21,48744,2321.1428571428573
2919,B002-03496,68.53358554900016,3,1489,496.3333333333333
2920,B002-03497,1844.977596343001,3,31539,10513.0
2921,B002-03498,72.13279241400004,1,436,436.0
2922,B002-03499,54.87160996300004,3,2029,676.3333333333334
2923,B002-03501,217.911377593,7,111055,15865.0
2924,B002-03502,371.5527697989996,1,1353,1353.0
2925,B002-03504,7.904529030000005,1,567,567.0
2926,B002-03505,978.685304529001,3,3679,1226.3333333333333
2927,B002-03508,1411.7301933520002,1,2414,2414.0
2928,B002-03509,110.13070040399977,1,2306,2306.0
2929,B002-03510,181.81319263300043,7,11514,1644.857142857143
2930,B002-03511,25528.282601790015,5,5295,1059.0
2931,B002-03512,116.04118844599977,1,1062,1062.0
2932,B002-03514,87.80691255999993,19,182776,9619.78947368421
2933,B002-03515,74286.6103728,1,38,38.0
2934,B002-03516,92.7250599939999,1,3886,3886.0
2935,B002-03517,3222.1440743470025,7,5743,820.4285714285714
2936,B002-03519,797.6343483660006,1,484,484.0
2937,B002-03521,23.932443668999966,20,18292,914.6
2938,B002-03522,45.25466494200012,1,68,68.0
2939,B002-03523,2983.6848963639995,9,3902,433.55555555555554
2940,B002-03524,26.491962237000042,11,8107,737.0
2941,B002-03525,320.1459026740002,1,1746,1746.0
2942,B002-03526,6.846209999999999,1,985,985.0
2943,B002-03527,4193.29628,1,423,423.0
2944,B002-03528,66.25837999999985,7,79906,11415.142857142857
2945,B002-03529,187.32008999999866,1,62,62.0
2946,B002-03530,20.957888099999995,1,4565,4565.0
2947,B002-03531,1.8986192480000006,15,27659,1843.9333333333334
2948,B002-03532,7262.220435029002,3,468,156.0
2949,B002-03533,1517.9403953860017,3,4804,1601.3333333333333
2950,B002-03534,1872.0458000000021,1,50,50.0
2951,B002-03536,1760.8767299999986,1,6059,6059.0
2952,B002-03537,223.24996999999848,4,10190,2547.5
2953,B002-03538,26.093940000000053,5,2760,552.0
2954,B002-03539,583.7662899999995,1,33,33.0
2955,B002-03542,83.36026999999969,34,83582,2458.294117647059
2956,B002-03543,5464.82219,1,16,16.0
2957,B002-03544,1109.2809799999993,4,42114,10528.5
2958,B002-03545,92.20838999999954,5,25276,5055.2
2959,B002-03546,1.8275499999999993,3,22574,7524.666666666667
2960,B002-03547,646.2408900000016,4,4884,1221.0
2961,B002-03549,57.16359999999991,1,618,618.0
2962,B002-03551,77.90598999999973,3,7845,2615.0
2963,B002-03552,303.59514000000064,1,558,558.0
2964,B002-03553,13.025120000000026,18,20950,1163.888888888889
2965,B002-03555,1028.471780000001,1,12,12.0
2966,B002-03556,466.31636000000015,7,17748,2535.4285714285716
2967,B002-03558,49.30196928600013,1,2403,2403.0
2968,B002-03559,1571.2850277810003,3,1072,357.3333333333333
2969,B002-03560,0.290081457,4,37251,9312.75
2970,B002-03561,464.3455725899991,3,920,306.6666666666667
2971,B002-03562,610.9426349539993,2,1800,900.0
2972,B002-03563,4255.024765919998,18,437113,24284.055555555555
2973,B002-03564,0.08701923,1,8,8.0
2974,B002-03565,3.988278961000002,6,6857,1142.8333333333333
2975,B002-03566,2454.610450000002,2,692,346.0
2976,B002-03567,48.707179999999916,3,44225,14741.666666666666
2977,B002-03568,112.89288999999954,1,26,26.0
2978,B002-03569,171.4221299999989,1,56,56.0
2979,B002-03570,100.92654076600006,1,10,10.0
2980,B002-03571,10629.479312670004,5,5930,1186.0
2981,B002-03572,46.90869971600002,1,607,607.0
2982,B002-03573,284.9567871760001,1,42,42.0
2983,B002-03575,353.6529848559999,1,13,13.0
2984,B002-03579,75.74463999999982,2,16,8.0
2985,B002-03580,2.7123299999999984,1,949,949.0
2986,B002-03581,168.40514999999886,1,1386,1386.0
2987,B002-03582,0.7542200000000001,3,28357,9452.333333333334
2988,B002-03583,1023.2643599999985,1,17,17.0
2989,B002-03587,316.7369699999997,2,583,291.5
2990,B002-03588,152.681209999999,1,663,663.0
2991,B002-03589,329.6031999999995,3,3166,1055.3333333333333
2992,B002-03590,14.388620000000019,1,21,21.0
2993,B002-03591,13006.670150000009,2,27004,13502.0
2994,B002-03592,158.12067999999894,1,104,104.0
2995,B002-03593,303.24702999999874,1,6,6.0
2996,B002-03594,40.149029999999954,3,6477,2159.0
2997,B002-03595,1723.9895099999994,5,17727,3545.4
2998,B002-03596,2552.7103,1,1754,1754.0
2999,B002-03598,398.9969400000018,26,98861,3802.346153846154
3000,B002-03599,6.1499,4,422,105.5
3001,B002-03600,326.6441599999992,1,150,150.0
3002,B002-03601,158.10616999999894,1,3627,3627.0
3003,B002-03602,2.494779713,2,1141,570.5
3004,B002-03603,3594.1399664829987,1,157,157.0
3005,B002-03604,52.520343573000254,1,281,281.0
3006,B002-03605,716.0370503829992,5,20774,4154.8
3007,B002-03606,322.2779699999993,1,6,6.0
3008,B002-03607,13.605340000000021,1,3,3.0
3009,B002-03608,909.5277199999994,1,385,385.0
3010,B002-03609,0.14504,11,26402,2400.181818181818
3011,B002-03611,1986.7687399999977,2,2397,1198.5
3012,B002-03612,12.111590000000003,1,2,2.0
3013,B002-03613,830.19787,1,2,2.0
3014,B002-03615,2982.7797999999993,1,202,202.0
3015,B002-03616,2.668809999999999,2,1733,866.5
3016,B002-03617,0.9573099999999999,1,10,10.0
3017,B002-03618,0.07252,1,8,8.0
3018,B002-03619,359.9628700000004,1,914,914.0
3019,B002-03620,6.483510000000002,21,171395,8161.666666666667
3020,B002-03621,28.139120000000062,1,7316,7316.0
3021,B002-03622,17.01398000000003,14,27147,1939.0714285714287
3022,B002-03624,504.17533000000236,17,193855,11403.235294117647
3023,B002-03625,103.65297999999949,3,3333,1111.0
3024,B002-03626,1479.2717193350013,1,772,772.0
3025,B002-03627,8007.455200939999,3,1352,450.6666666666667
3026,B002-03628,8286.394945910002,1,422,422.0
3027,B002-03630,679.9513599999992,11,33750,3068.181818181818
3028,B002-03631,58.382319999999815,2,18985,9492.5
3029,B002-03632,2649.9831800000006,23,199924,8692.347826086956
3030,B002-03633,1080.1254400000003,1,323,323.0
3031,B002-03635,63.444858282999846,1,1606,1606.0
3032,B002-03636,22.989865486000006,13,6835,525.7692307692307
3033,B002-03637,66.11374274799978,1,1,1.0
3034,B002-03638,525.2225100000006,1,215,215.0
3035,B002-03639,133.79527999999917,1,158,158.0
3036,B002-03640,2.7413399999999983,2,233,116.5
3037,B002-03641,1120.247169999998,2,402,201.0
3038,B002-03642,46.183459999999855,1,2,2.0
3039,B002-03643,2.204659999999999,3,2793,931.0
3040,B002-03644,0.24656999999999998,1,591,591.0
3041,B002-03645,2258.004650000002,1,181,181.0
3042,B002-03647,23.83147000000004,1,45,45.0
3043,B002-03648,9.485980000000009,1,228,228.0
3044,B002-03649,126.76006999999927,19,57170,3008.9473684210525
3045,B002-03650,2.0885849,1,40,40.0
3046,B002-03651,9.978794526000001,5,18847,3769.4
3047,B002-03652,25178.848831859978,1,300,300.0
3048,B002-03653,18.60889642299999,1,1718,1718.0
3049,B002-03654,2608.0047800000016,2,1239,619.5
3050,B002-03655,1714.9092400000009,43,258194,6004.511627906977
3051,B002-03656,31.38831000000005,7,6646,949.4285714285714
3052,B002-03657,510.7171700000008,1,55,55.0
3053,B002-03658,0.7397400000000001,8,38509,4813.625
3054,B002-03659,92.36812999999951,11,58478,5316.181818181818
3055,B002-03660,35.52235999999999,1,2776,2776.0
3056,B002-03661,12.720560000000017,5,499,99.8
3057,B002-03664,853.5515100000006,11,8772,797.4545454545455
3058,B002-03665,31.910420000000045,1,246,246.0
3059,B002-03666,631.8274383950003,5,4857,971.4
3060,B002-03667,2758.2314837800004,18,42851,2380.6111111111113
3061,B002-03668,10.109104123999993,3,561,187.0
3062,B002-03670,0.44963,3,18209,6069.666666666667
3063,B002-03671,26.03627000000002,4,5148,1287.0
3064,B002-03673,567.7812400000008,2,1632,816.0
3065,B002-03674,318.46307999999897,2,712,356.0
3066,B002-03675,2642.6870199999985,3,4448,1482.6666666666667
3067,B002-03676,188.81412999999858,2,1658,829.0
3068,B002-03677,583.8098900000002,1,18,18.0
3069,B002-03679,588.0453999999996,1,160,160.0
3070,B002-03680,0.0,2,33,16.5
3071,B002-03681,557.1796,1,145,145.0
3072,B002-03682,5474.753500607002,1,3965,3965.0
3073,B002-03684,0.145041054,1,265,265.0
3074,B002-03685,352.76784023899967,1,1248,1248.0
3075,B002-03686,128.3993899999991,1,930,930.0
3076,B002-03687,187.0154399999988,14,1245,88.92857142857143
3077,B002-03688,1036.0726099999997,1,636,636.0
3078,B002-03689,1616.243789999999,1,124,124.0
3079,B002-03690,1.4214399999999996,3,3318,1106.0
3080,B002-03691,3920.899949999999,2,363,181.5
3081,B002-03692,95.34154999999974,1,1262,1262.0
3082,B002-03693,1228.3557100000016,2,24,12.0
3083,B002-03694,245.00746530100028,14,105861,7561.5
3084,B002-03696,120.65332007199999,2,3354,1677.0
3085,B002-03697,1401.404836342,1,30,30.0
3086,B002-03700,71.4368099999997,1,2214,2214.0
3087,B002-03701,190.17767999999865,1,1044,1044.0
3088,B002-03702,1.24738,1,24285,24285.0
3089,B002-03704,285.202359999999,1,38,38.0
3090,B002-03705,5060.775070000003,8,13341,1667.625
3091,B002-03706,686.53665,2,71,35.5
3092,B002-03709,346.06692000000055,2,4519,2259.5
3093,B002-03710,1056.5282799830006,14,54395,3885.3571428571427
3094,B002-03711,550.245646876,1,3457,3457.0
3095,B002-03712,1339.3111400669993,2,664,332.0
3096,B002-03713,1305.7311375170004,4,15588,3897.0
3097,B002-03714,136.44974999999906,2,2213,1106.5
3098,B002-03715,97.92356999999949,1,280,280.0
3099,B002-03718,0.840260523,1,1626,1626.0
3100,B002-03720,2734.480155257002,1,43,43.0
3101,B002-03721,20.823696869000024,2,256,128.0
3102,B002-03724,256.6846999999984,1,3054,3054.0
3103,B002-03725,424.10561999999965,47,149894,3189.2340425531916
3104,B002-03726,499.46048454199996,1,7401,7401.0
3105,B002-03727,1571.0732613770024,1,5102,5102.0
3106,B002-03728,383.2250306979999,1,1492,1492.0
3107,B002-03729,5151.964515602998,2,13560,6780.0
3108,B002-03730,0.5656654999999999,1,879,879.0
3109,B002-03731,17800.15477903,13,21067,1620.5384615384614
3110,B002-03733,1566.2389455430007,1,2984,2984.0
3111,B002-03734,485.14359045300023,1,23050,23050.0
3112,B002-03735,762.4294506000008,7,23114,3302.0
3113,B002-03737,145.9058253310002,1,182,182.0
3114,B002-03738,908.2511499999989,1,320,320.0
3115,B002-03739,2.7268399999999984,1,215,215.0
3116,B002-03740,1060.847779999998,2,286,143.0
3117,B002-03741,1669.5944900000006,18,59474,3304.1111111111113
3118,B002-03742,2.5672799999999985,1,224,224.0
3119,B002-03743,281.96765999999906,1,2440,2440.0
3120,B002-03744,57.19239999999988,2,357,178.5
3121,B002-03745,1.4359499999999998,4,136,34.0
3122,B002-03746,295.8782599999991,9,13080,1453.3333333333333
3123,B002-03747,0.0,2,1676,838.0
3124,B002-03748,4.467439999999998,1,85,85.0
3125,B002-03750,2169.4929599999987,1,54,54.0
3126,B002-03751,1.2763899999999997,1,26616,26616.0
3127,B002-03753,440.2356000000002,5,15329,3065.8
3128,B002-03754,57.695672575999964,11,18187,1653.3636363636363
3129,B002-03756,3603.639015374001,1,7505,7505.0
3130,B002-03757,3949.722787243002,1,127887,127887.0
3131,B002-03759,101.17252999999951,1,36,36.0
3132,B002-03760,1339.4377999999988,15,18941,1262.7333333333333
3133,B002-03761,128.47170999999926,1,3945,3945.0
3134,B002-03762,59.90524999999987,1,516,516.0
3135,B002-03763,682.3011499999997,7,43582,6226.0
3136,B002-03764,7199.664049999999,1,62,62.0
3137,B002-03765,62.26986999999996,1,17424,17424.0
3138,B002-03766,335.63737999999955,3,2148,716.0
3139,B002-03767,216.7369799999985,1,1,1.0
3140,B002-03768,0.18856,2,328,164.0
3141,B002-03769,174.52627999999893,3,2072,690.6666666666666
3142,B002-03770,0.0,8,14867,1858.375
3143,B002-03771,4193.252730000003,11,188945,17176.81818181818
3144,B002-03772,47.677269999999965,1,925,925.0
3145,B002-03773,1027.3838899999992,1,1576,1576.0
3146,B002-03774,1825.8463000000022,13,40847,3142.076923076923
3147,B002-03775,12.48843000000002,1,1340,1340.0
3148,B002-03776,5.56971,22,30761,1398.2272727272727
3149,B002-03777,0.0,3,1508,502.6666666666667
3150,B002-03778,0.145022628,1,590,590.0
3151,B002-03779,22078.54647542002,4,275,68.75
3152,B002-03781,2391.4060970000023,1,64,64.0
3153,B002-03782,8.789720000000008,1,959,959.0
3154,B002-03783,14.330470000000027,8,8570,1071.25
3155,B002-03784,4.45297,4,690,172.5
3156,B002-03785,0.0,2,618,309.0
3157,B002-03786,4202.612457630003,12,60815,5067.916666666667
3158,B002-03787,195.12335212799968,1,4,4.0
3159,B002-03788,3657.666557783998,1,4192,4192.0
3160,B002-03789,6.367173178000005,3,1671,557.0
3161,B002-03790,4194.732279999995,2,593,296.5
3162,B002-03791,2055.002120000001,5,22963,4592.6
3163,B002-03792,1035.4053499999998,1,1143,1143.0
3164,B002-03793,2.3497699999999995,1,1075,1075.0
3165,B002-03794,1681.9530299999979,2,2356,1178.0
3166,B002-03795,31.344530000000038,2,3210,1605.0
3167,B002-03796,5.294159999999999,13,147650,11357.692307692309
3168,B002-03798,67.63640999999987,53,90427,1706.1698113207547
3169,B002-03799,2528.094569999998,6,10819,1803.1666666666667
